task_id,runtime_ms,joules,speedup,dominated
L1_1,20.203958,3.815405,2.2535,True
L1_2,19.332999,6.431195,1.0889,True
L1_3,17.106811,4.044658,1.9329,True
L1_4,15.276613,2.998818,1.6599,True
L1_6,17.74918,2.63991,1.7291,True
L1_7,24.940659,4.768404,2.4363,True
L1_9,11.529589,3.755105,1.1809,True
L1_10,15.61903,4.856474,1.9015,True
L1_12,11.749368,3.750476,1.26,True
L1_13,18.250488,3.575087,1.227,True
L1_14,23.670908,4.152652,1.1561,True
L1_15,17.709547,1.899641,1.9802,True
L1_16,20.797308,5.415358,2.383,True
L1_18,11.45073,1.787039,2.3614,False
L1_19,23.663038,3.48271,1.0739,True
L1_20,26.092223,6.80367,1.4343,True
L1_21,12.373762,2.945465,1.6779,True
L1_22,19.257057,4.864433,1.3896,True
L1_24,14.281776,3.927479,2.4709,True
L1_25,20.1241,3.698043,2.3614,True
L1_26,34.136102,6.738372,1.6672,True
L1_27,12.316084,3.207695,1.8094,True
L1_28,26.76003,3.104844,1.3487,True
L1_29,22.968148,5.366292,1.8508,True
L1_30,16.18656,2.25118,1.1081,True
L1_31,20.193319,3.283404,2.0576,True
L1_32,28.600357,6.389663,2.1333,True
L1_33,13.699124,3.426606,1.1679,True
L1_34,25.227928,5.689652,1.4226,True
L1_35,31.409265,5.357604,1.12,True
L1_36,16.106809,4.119338,1.6085,True
L1_37,22.212071,3.186013,2.4855,True
L1_38,23.005125,4.93341,1.7864,True
L1_39,11.745827,2.725724,1.3578,True
L1_40,26.467951,5.558872,1.9289,True
L2_1,18.598466,3.171048,1.6825,True
L2_3,18.601905,3.439492,1.239,True
L2_5,26.555998,6.153242,1.603,True
L2_6,24.519799,3.083569,2.1669,True
L2_7,21.032358,6.627906,1.4455,True
L2_9,24.037108,5.590422,1.5512,True
L2_10,33.79975,5.009771,2.449,True
L2_11,40.489612,8.732157,1.5075,True
L2_12,23.368814,3.461738,1.0914,True
L2_14,28.845517,7.277275,2.0557,True
L2_15,21.616158,5.074761,2.3423,True
L2_16,26.963505,3.556791,2.2174,True
L2_17,25.749233,6.44156,1.4811,True
L2_18,24.194716,3.500775,1.21,True
L2_19,20.694676,6.690737,1.1931,True
L2_20,30.279508,6.169851,1.7666,True
L3_1,26.807573,7.834452,1.3775,True
L3_4,34.312892,3.12732,2.3413,True
L3_5,29.409093,5.641022,2.3831,True
L3_7,27.293594,4.324024,1.88,True
L3_8,25.331857,6.494528,1.5175,True
L3_10,32.536873,5.627942,1.2547,True
L4_1,39.356345,7.418392,1.1941,True
L4_2,31.386691,5.432456,1.9334,True
L4_4,30.335377,5.58943,2.4643,True
L4_5,39.321421,5.400438,2.4615,True
L4_7,41.185042,7.977122,2.0126,True
