task_id,seed,runtime_ms,joules,correct
L3_2,11,23.542973,7.057333,True
L3_3,11,27.242602,8.45113,False
L3_5,11,19.002579,7.354596,False
L3_7,11,20.721049,5.156822,False
L3_8,11,19.619147,3.529115,True
L3_9,11,30.139597,8.116948,False
L4_2,11,23.845132,6.80924,True
L4_3,11,21.439006,7.86123,True
L4_4,11,23.838935,5.71377,False
L4_5,11,32.533028,4.985755,True
L4_6,11,29.903077,9.090019,True
L4_7,11,38.825645,6.179365,False
L4_8,11,25.879166,8.62452,False
L1_1,22,17.509465,5.212919,False
L1_2,22,23.207164,5.103504,False
L1_3,22,13.401269,3.201582,True
L1_4,22,15.441913,3.696753,True
L1_5,22,21.982125,4.605281,True
L1_6,22,11.561144,3.601545,False
L1_8,22,25.977804,3.703518,False
L1_9,22,8.601505,2.119789,False
L1_10,22,18.456401,3.45403,False
L1_11,22,23.451557,7.050251,True
L1_12,22,10.720938,3.758135,True
L1_13,22,12.859843,5.329521,True
L1_14,22,20.235402,4.616943,False
L1_15,22,13.132149,1.90431,True
L1_16,22,13.713169,4.356216,False
L1_17,22,21.347691,6.804329,True
L1_18,22,9.879661,3.985109,False
L1_19,22,13.741854,2.855084,True
L1_21,22,11.146934,2.913268,True
L1_22,22,15.158126,5.32736,True
L1_23,22,18.961874,4.130316,True
L1_24,22,12.966597,3.356548,True
L1_25,22,11.827553,5.731026,True
L1_26,22,25.644073,7.076134,False
L1_27,22,13.766338,3.385401,True
L1_31,22,16.505827,3.629059,True
L1_32,22,16.988521,3.267685,False
L1_33,22,11.364214,3.459041,True
L1_34,22,21.111383,5.190079,True
L1_35,22,24.107768,4.138066,True
L1_36,22,10.112922,2.193803,False
L1_37,22,16.92455,4.787925,False
L1_38,22,17.995406,6.86261,True
L1_39,22,13.60384,2.66349,True
L1_40,22,20.939975,4.717597,False
L2_1,22,22.859172,3.39744,False
L2_2,22,31.418464,6.040963,False
L2_3,22,12.959436,3.909141,True
L2_4,22,16.918093,5.687333,False
L2_5,22,27.581973,8.826047,False
L2_6,22,13.518442,4.018118,False
L2_7,22,27.172056,3.356461,False
L2_8,22,31.793428,4.845897,False
L2_9,22,14.268768,5.33325,True
L2_10,22,21.692852,7.314067,True
L2_11,22,24.504361,4.49207,False
L2_12,22,18.937325,3.336136,False
L2_13,22,26.529015,6.228926,False
L2_14,22,18.93395,9.06659,False
L2_15,22,21.393201,4.593126,False
L2_17,22,32.927753,7.640039,False
L2_18,22,20.918226,5.440716,True
L2_19,22,25.546777,5.080191,False
L2_20,22,31.468224,7.889978,True
L3_1,22,31.107421,6.194708,False
L3_3,22,23.517464,6.207638,False
L3_4,22,25.68821,7.126947,False
L3_5,22,21.867271,8.821127,False
L3_6,22,23.012327,7.451559,True
L3_8,22,26.277212,5.674785,True
L3_9,22,31.687657,8.431101,False
L3_10,22,22.469836,5.524706,True
L4_1,22,24.718939,7.408069,True
L4_2,22,27.297716,7.564793,True
L4_3,22,36.171704,7.654592,False
L4_4,22,21.750716,7.592797,False
L4_5,22,32.527151,5.761419,False
L4_8,22,33.066982,4.084383,True
L4_9,22,27.330364,9.760875,True
L1_1,33,16.167266,5.397726,True
L1_2,33,18.203468,3.700468,False
L1_3,33,15.21837,3.007358,True
L1_4,33,17.741125,3.595138,True
L1_5,33,20.805682,6.445729,True
L1_6,33,14.779473,2.748818,True
L1_7,33,19.422863,4.22714,True
L1_8,33,22.835088,4.275842,False
L1_9,33,13.349151,3.240614,False
L1_10,33,13.423684,4.1042,False
L1_11,33,17.25426,3.605705,True
L1_12,33,10.309751,2.637488,True
L1_13,33,19.818428,5.397874,True
L1_14,33,22.453499,5.70872,True
L1_15,33,14.69816,4.232385,True
L1_16,33,17.971182,5.837421,True
L1_17,33,16.054697,5.614815,True
L1_18,33,12.155028,3.380876,False
L1_19,33,19.862786,5.144878,True
L1_20,33,16.75272,6.508345,True
L1_21,33,15.047938,2.045518,True
L1_22,33,13.178368,3.823695,True
L1_23,33,22.407356,7.502024,True
L1_24,33,14.305089,3.80776,True
L1_25,33,20.411319,3.166637,False
L1_26,33,25.437252,5.192342,True
L1_27,33,11.692265,3.101923,True
L1_28,33,18.387116,5.137147,False
L1_30,33,9.943389,3.724439,True
L1_31,33,15.400897,5.625311,True
L1_32,33,18.877973,7.271565,True
L1_33,33,10.369335,2.777685,True
L1_34,33,18.793885,5.694926,False
L1_35,33,20.88096,6.632583,True
L1_36,33,9.590855,4.030043,True
L1_37,33,15.193291,5.59007,True
L1_38,33,20.634918,7.424426,True
L1_39,33,11.872186,2.522378,False
L1_40,33,19.32587,4.624415,True
L2_1,33,18.577989,7.095529,True
L2_3,33,17.229524,5.768593,True
L2_4,33,20.629578,6.451429,True
L2_6,33,13.68187,4.287543,True
L2_7,33,21.898706,4.026397,False
L2_9,33,15.334549,5.177963,True
L2_10,33,20.375766,7.001246,False
L2_11,33,25.772887,8.676944,True
L2_12,33,19.306927,2.774745,True
L2_13,33,22.090618,3.568587,True
L2_14,33,28.168681,8.494055,False
L2_16,33,25.669583,6.108074,False
L2_18,33,13.642356,4.176632,True
L2_19,33,21.886085,5.516883,False
L2_20,33,21.419107,7.896856,False
L3_1,33,22.312092,4.37191,True
L3_2,33,18.293202,5.684647,False
L3_3,33,30.054079,5.877603,False
L3_4,33,27.444458,6.724534,True
L3_5,33,26.038981,5.525687,True
L3_6,33,26.373694,6.003946,False
L3_7,33,30.443306,7.999869,False
L3_8,33,19.612971,4.64779,True
L3_9,33,22.583537,4.69583,True
L3_10,33,22.883128,3.638778,False
L4_1,33,22.005725,7.545495,False
L4_2,33,30.824208,8.846728,False
L4_3,33,21.359113,8.693796,False
L4_5,33,37.241727,6.569235,False
L4_6,33,19.601567,4.096641,False
L4_7,33,23.279383,7.163424,False
L4_8,33,27.736324,4.494645,False
L4_9,33,25.854771,5.604852,True
