task_id,level,difficulty,seed,compiled,correct,runtime_ms,joules,power_w,ref_runtime_ms,speedup,reward
L1_32,1,3,22,True,False,33.727305,13.747119,227.909,33.727305,0.0,-0.5
L1_33,1,1,22,True,False,18.933525,7.112368,214.532,18.933525,0.0,-0.5
L1_34,1,2,22,True,True,23.760993,9.092653,205.844,50.49646,2.1252,-0.34988
L1_35,1,3,22,True,False,35.211487,10.410237,227.652,35.211487,0.0,-0.5
L1_36,1,1,22,True,True,16.365882,6.182869,244.775,25.580656,1.563,-0.46425
L1_37,1,2,22,True,False,31.760239,7.456556,226.696,31.760239,0.0,-0.5
L1_38,1,3,22,True,True,26.135476,10.826919,216.091,54.197038,2.0737,-0.46169
L1_39,1,1,22,True,False,17.221722,7.496645,206.632,17.221722,0.0,-0.5
L1_40,1,2,22,True,True,28.959339,4.971566,198.906,45.565074,1.5734,-0.34862
L2_1,2,3,22,True,False,42.974261,11.995498,251.944,42.974261,0.0,-0.5
L2_2,2,4,22,True,False,40.097862,12.930393,235.485,40.097862,0.0,-0.5
L2_3,2,2,22,True,True,23.011221,6.993362,264.143,30.822934,1.3395,-0.6802
L2_4,2,3,22,False,False,,,,25.816506,0.0,-1.0
L2_5,2,4,22,True,False,39.236675,10.012472,199.188,39.236675,0.0,-0.5
L2_6,2,2,22,True,True,29.684922,10.47769,253.714,34.922593,1.1764,-1.01213
L2_7,2,3,22,False,False,,,,31.498568,0.0,-1.0
L2_8,2,4,22,False,False,,,,48.533496,0.0,-1.0
L2_9,2,2,22,True,False,27.544737,5.985822,200.373,27.544737,0.0,-0.5
L2_10,2,3,22,True,True,26.286671,10.9968,223.655,62.621249,2.3822,-0.33076
L2_11,2,4,22,True,True,32.886357,9.166579,199.08,75.919719,2.3085,-0.27116
L2_12,2,2,22,True,False,32.17271,9.976587,202.601,32.17271,0.0,-0.5
L2_13,2,3,22,False,False,,,,39.696608,0.0,-1.0
L2_14,2,4,22,True,False,52.027569,9.780514,232.471,52.027569,0.0,-0.5
L2_15,2,2,22,True,False,24.162392,6.075817,250.351,24.162392,0.0,-0.5
L2_16,2,3,22,True,True,28.40393,11.067988,207.994,64.626119,2.2753,-0.37994
L2_17,2,4,22,True,True,40.939399,16.071684,203.561,93.339177,2.2799,-0.56438
L2_18,2,2,22,True,True,34.580025,4.806452,247.903,36.349363,1.0512,-0.73508
L2_19,2,3,22,True,True,27.22795,11.811505,222.737,63.981242,2.3498,-0.38019
L2_20,2,4,22,True,False,43.91902,14.297817,216.276,43.91902,0.0,-0.5
L3_1,3,4,22,True,False,50.891105,15.714353,233.534,50.891105,0.0,-0.5
L3_2,3,3,22,False,False,,,,40.196895,0.0,-1.0
L3_3,3,4,22,True,False,34.468803,14.265961,220.912,34.468803,0.0,-0.5
L3_4,3,3,22,True,True,33.57732,7.623208,199.938,49.024184,1.46,-0.63714
L3_5,3,4,22,True,False,52.188859,14.890769,259.97,52.188859,0.0,-0.5
L3_6,3,3,22,True,True,36.752927,10.859982,243.013,83.530498,2.2728,-0.37155
L3_7,3,4,22,True,False,50.971549,11.077512,257.06,50.971549,0.0,-0.5
L3_8,3,3,22,True,True,41.615953,7.66189,263.666,60.726232,1.4592,-0.64024
L3_9,3,4,22,False,False,,,,50.812238,0.0,-1.0
L3_10,3,3,22,True,False,35.666095,13.439012,203.821,35.666095,0.0,-0.5
L4_1,4,5,22,False,False,,,,59.264367,0.0,-1.0
L4_2,4,4,22,True,False,51.915614,15.636391,259.955,51.915614,0.0,-0.5
L4_3,4,5,22,True,False,61.755683,9.214506,212.242,61.755683,0.0,-0.5
L4_4,4,4,22,True,False,32.267233,8.23228,227.207,32.267233,0.0,-0.5
L4_5,4,5,22,True,False,46.285283,13.606111,235.586,46.285283,0.0,-0.5
L4_6,4,4,22,True,False,52.059447,14.276549,217.882,52.059447,0.0,-0.5
L4_7,4,5,22,True,False,35.390069,17.994358,224.153,35.390069,0.0,-0.5
L4_8,4,4,22,True,False,44.964795,13.201466,207.455,44.964795,0.0,-0.5
L4_9,4,5,22,True,False,60.148469,19.121716,250.703,60.148469,0.0,-0.5
L1_1,1,2,33,True,False,25.909028,4.963724,234.457,25.909028,0.0,-0.5
L1_2,1,3,33,True,False,29.780771,7.967,237.111,29.780771,0.0,-0.5
L1_3,1,1,33,True,True,18.3774,7.366321,203.377,39.26148,2.1364,-0.23934
L1_4,1,2,33,False,False,,,,19.808137,0.0,-1.0
L1_5,1,3,33,True,True,41.354068,12.403244,225.643,54.237986,1.3116,-0.98777
L1_6,1,1,33,True,True,23.112846,3.610232,201.419,35.016039,1.515,-0.22647
L1_7,1,2,33,True,False,25.24706,4.872024,252.589,25.24706,0.0,-0.5
L1_8,1,3,33,True,False,26.253788,13.383456,256.095,26.253788,0.0,-0.5
L1_9,1,1,33,True,True,19.622893,6.982782,218.563,42.207918,2.151,-0.20581
L1_10,1,2,33,True,False,29.454185,6.0976,242.289,29.454185,0.0,-0.5
L1_11,1,3,33,True,False,35.837414,6.638634,204.424,35.837414,0.0,-0.5
L1_12,1,1,33,True,True,15.423793,5.515055,228.018,34.083535,2.2098,-0.06084
L1_13,1,2,33,True,False,26.330895,8.636303,203.975,26.330895,0.0,-0.5
L1_14,1,3,33,True,False,34.057387,5.973138,228.635,34.057387,0.0,-0.5
L1_15,1,1,33,True,True,19.70294,4.693184,234.755,39.144843,1.9868,-0.08655
L1_16,1,2,33,True,True,28.104695,6.093182,237.025,63.659894,2.2651,-0.08597
L1_17,1,3,33,True,False,31.779786,11.316971,203.972,31.779786,0.0,-0.5
L1_18,1,1,33,True,True,24.247836,3.625728,218.54,29.675849,1.2239,-0.44202
L1_19,1,2,33,True,True,19.246802,9.976439,246.61,42.121402,2.1885,-0.3669
L1_20,1,3,33,True,True,36.860351,9.792331,259.842,43.36687,1.1765,-0.97824
L1_21,1,1,33,True,True,15.881415,6.235031,240.266,30.74679,1.936,-0.25446
L1_22,1,2,33,True,True,29.226944,5.073298,221.047,51.036524,1.7462,-0.25454
L1_23,1,3,33,True,False,34.071997,9.260358,246.834,34.071997,0.0,-0.5
L1_24,1,1,33,True,True,20.421546,6.896657,253.295,31.085658,1.5222,-0.54536
L1_25,1,2,33,True,True,23.597237,9.051808,196.295,29.312858,1.2422,-0.88459
L1_26,1,3,33,True,False,38.377549,7.911278,211.955,38.377549,0.0,-0.5
L1_27,1,1,33,True,True,24.314076,5.59937,236.966,44.946978,1.8486,-0.2469
L1_28,1,2,33,True,False,23.40979,10.431798,201.254,23.40979,0.0,-0.5
L1_29,1,3,33,True,True,28.266729,9.258493,218.431,44.413063,1.5712,-0.66092
L1_30,1,1,33,True,False,21.983199,6.564881,208.133,21.983199,0.0,-0.5
L1_31,1,2,33,True,True,30.503472,6.094402,231.863,48.097369,1.5768,-0.4483
L1_32,1,3,33,True,True,43.102443,11.713817,205.013,106.299765,2.4662,-0.3277
L1_33,1,1,33,True,False,19.740063,6.966789,232.954,19.740063,0.0,-0.5
L1_34,1,2,33,True,True,21.055247,8.60094,203.146,30.957851,1.4703,-0.69046
L1_35,1,3,33,True,False,29.851366,11.558538,218.488,29.851366,0.0,-0.5
L1_36,1,1,33,True,True,20.62909,5.779454,218.654,31.166191,1.5108,-0.46452
L1_37,1,2,33,True,False,29.68416,8.558598,245.846,29.68416,0.0,-0.5
L1_38,1,3,33,True,False,35.257826,6.842377,212.297,35.257826,0.0,-0.5
L1_39,1,1,33,True,True,13.860941,3.595369,245.711,26.938225,1.9435,0.02465
L1_40,1,2,33,True,False,20.746622,5.520014,259.435,20.746622,0.0,-0.5
L2_1,2,3,33,True,True,38.429844,9.04329,245.264,65.295284,1.6991,-0.57093
L2_2,2,4,33,True,False,47.477563,13.153477,215.809,47.477563,0.0,-0.5
L2_3,2,2,33,True,True,32.693775,6.007818,209.802,52.186189,1.5962,-0.4289
L2_4,2,3,33,True,True,40.723941,12.761042,258.717,64.981971,1.5957,-0.8059
L2_5,2,4,33,True,False,35.715429,7.982572,208.006,35.715429,0.0,-0.5
L2_6,2,2,33,True,True,24.784919,8.364118,239.734,39.843447,1.6076,-0.58725
L2_7,2,3,33,True,False,28.587625,7.502617,211.277,28.587625,0.0,-0.5
L2_8,2,4,33,True,False,28.758018,16.001304,220.657,28.758018,0.0,-0.5
L2_9,2,2,33,True,True,21.032896,7.759143,236.484,26.428904,1.2566,-0.79607
L2_10,2,3,33,True,True,31.108904,8.92235,259.595,51.976052,1.6708,-0.58099
L2_11,2,4,33,True,False,34.263681,8.017928,257.984,34.263681,0.0,-0.5
L2_12,2,2,33,True,False,24.270722,7.226851,232.23,24.270722,0.0,-0.5
L2_13,2,3,33,True,True,42.673508,10.836954,259.697,61.842878,1.4492,-0.82046
L2_14,2,4,33,True,False,43.461166,8.014168,234.578,43.461166,0.0,-0.5
L2_15,2,2,33,True,True,31.663018,8.258515,232.223,52.405066,1.6551,-0.55177
L2_16,2,3,33,True,False,39.491507,6.307881,262.686,39.491507,0.0,-0.5
L2_17,2,4,33,True,False,42.336014,9.662648,227.698,42.336014,0.0,-0.5
L2_18,2,2,33,True,False,28.189214,7.952871,221.729,28.189214,0.0,-0.5
L2_19,2,3,33,True,False,31.63795,13.296059,245.856,31.63795,0.0,-0.5
L2_20,2,4,33,True,False,43.200945,9.911783,236.893,43.200945,0.0,-0.5
L3_1,3,4,33,True,True,37.945376,10.526693,200.439,46.980257,1.2381,-0.96338
L3_2,3,3,33,True,False,32.973967,8.494051,238.703,32.973967,0.0,-0.5
L3_3,3,4,33,True,False,31.03812,8.512828,206.434,31.03812,0.0,-0.5
L3_4,3,3,33,True,False,28.285367,12.768322,262.729,28.285367,0.0,-0.5
L3_5,3,4,33,True,False,37.350403,12.285276,234.832,37.350403,0.0,-0.5
L3_6,3,3,33,True,True,32.472759,12.841197,207.478,61.876436,1.9055,-0.63159
L3_7,3,4,33,True,True,52.30571,16.051923,224.13,102.084522,1.9517,-0.71922
L3_8,3,3,33,True,True,36.243009,7.822096,263.162,44.560753,1.2295,-0.82187
L3_9,3,4,33,False,False,,,,37.772563,0.0,-1.0
L3_10,3,3,33,True,False,39.198993,6.321067,258.735,39.198993,0.0,-0.5
L4_1,4,5,33,True,True,34.080081,13.994838,233.695,45.806438,1.3441,-1.02363
L4_2,4,4,33,False,False,,,,28.860222,0.0,-1.0
L4_3,4,5,33,False,False,,,,59.989247,0.0,-1.0
L4_4,4,4,33,True,True,42.70813,8.482475,221.895,84.454824,1.9775,-0.38717
L4_5,4,5,33,True,False,53.591201,8.393434,260.911,53.591201,0.0,-0.5
L4_6,4,4,33,True,False,51.402601,9.727605,241.396,51.402601,0.0,-0.5
L4_7,4,5,33,True,False,43.927979,15.630124,245.481,43.927979,0.0,-0.5
L4_8,4,4,33,True,True,42.952165,9.44366,249.301,77.719737,1.8094,-0.52965
L4_9,4,5,33,False,False,,,,44.497184,0.0,-1.0
