run_id,seed,task_id,compile_ok,correct,runtime_ms,speedup,joules,avg_power_w,sla_violation,reward,turns_to_success,data_scale_proxy,stage,checkpoint
run::M5_HRL::hierarchical_control::seed11::L1_14,11,L1_14,0,0,1.937263,1.966634,0.302117,166.765,0,9.24358,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L1_15,11,L1_15,1,0,2.585396,1.893308,0.398417,166.302,0,10.169096,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L1_16,11,L1_16,1,0,2.338247,2.192644,0.387528,174.949,0,10.827186,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L1_17,11,L1_17,1,0,2.506354,2.013254,0.405955,161.712,0,10.639572,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L1_18,11,L1_18,1,1,2.759326,1.866041,0.424248,147.689,0,15.388719,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L1_19,11,L1_19,1,1,1.383506,1.962406,0.238222,170.968,0,14.809856,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L1_20,11,L1_20,0,0,1.670206,1.77819,0.25959,149.736,0,10.062597,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_1,11,L2_1,1,1,4.358675,1.692847,0.901272,205.459,0,13.972574,2,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_2,11,L2_2,1,1,3.945606,1.809267,0.712715,176.059,0,14.623003,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_3,11,L2_3,1,1,4.359249,1.718571,0.881436,205.572,0,14.495247,2,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_4,11,L2_4,1,1,3.894981,1.71887,0.688893,192.14,0,13.973958,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_5,11,L2_5,0,0,3.5895,1.935822,0.758722,206.554,0,8.570523,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_6,11,L2_6,1,1,4.318284,1.790607,0.745908,176.053,0,15.272891,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_7,11,L2_7,0,0,4.604039,1.759953,0.978737,208.006,0,8.844795,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_8,11,L2_8,1,1,3.871734,1.848224,0.883453,208.249,0,14.179785,2,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_9,11,L2_9,1,1,5.562224,1.690191,1.02154,201.605,0,14.515602,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_10,11,L2_10,1,1,5.735422,1.485598,1.151238,206.719,0,13.74957,2,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_11,11,L2_11,0,0,4.718993,1.686542,0.766123,170.218,0,8.474285,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_12,11,L2_12,0,0,5.874142,1.821773,1.2326,204.612,0,8.731772,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_13,11,L2_13,1,1,5.044776,1.68107,1.146526,219.228,0,14.18564,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_14,11,L2_14,1,1,4.527955,1.671179,0.885735,187.034,0,14.767265,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_15,11,L2_15,1,1,4.533653,1.908562,0.906193,186.583,0,15.053472,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_16,11,L2_16,1,1,5.592383,1.805107,1.073307,185.359,0,14.465157,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_17,11,L2_17,1,0,5.109109,1.725897,0.985487,189.529,0,10.148639,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_18,11,L2_18,1,0,6.111066,1.701062,1.246577,201.432,0,9.729517,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_19,11,L2_19,1,1,4.791546,1.730459,0.967526,195.455,0,14.658096,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L2_20,11,L2_20,1,0,4.277643,1.76881,0.754063,193.392,0,10.863678,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_1,11,L3_1,1,1,9.079198,1.690583,2.175905,233.575,0,13.881661,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_2,11,L3_2,1,1,11.364024,1.870403,2.849439,226.892,0,13.066161,3,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_3,11,L3_3,1,0,12.344621,1.842471,2.935755,242.118,0,8.394482,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_4,11,L3_4,1,0,9.719913,1.587997,2.269184,234.879,0,8.625989,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_5,11,L3_5,1,1,13.242924,1.631292,3.025119,237.251,0,13.091201,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_6,11,L3_6,1,0,12.571019,1.476536,2.661275,216.997,0,8.159699,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_7,11,L3_7,1,1,14.624015,1.855656,3.507701,225.452,0,12.476604,2,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_8,11,L3_8,1,0,12.070003,1.457372,2.363524,216.488,0,8.5582,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_9,11,L3_9,0,0,14.199115,1.929641,3.420185,224.828,0,7.053126,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_10,11,L3_10,1,1,17.385551,1.624969,4.109001,226.919,0,11.584595,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_11,11,L3_11,1,0,12.018205,1.648002,2.84359,227.061,0,8.461783,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_12,11,L3_12,1,0,11.174068,1.700753,2.486542,241.129,0,8.43985,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_13,11,L3_13,1,0,12.021561,1.55884,2.628336,217.746,0,8.755844,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_14,11,L3_14,0,0,12.56019,1.748689,2.674549,223.415,0,7.17587,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_15,11,L3_15,1,0,19.520798,1.575762,4.736317,241.7,0,6.32976,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_16,11,L3_16,1,1,23.903508,1.523434,6.398026,244.065,0,10.148598,3,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_17,11,L3_17,1,1,15.403773,1.452655,3.442875,213.057,0,12.078619,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_18,11,L3_18,1,1,14.88143,1.458716,3.136718,221.218,0,13.054962,2,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_19,11,L3_19,0,0,14.610408,1.729476,2.863581,192.684,1,5.678767,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L3_20,11,L3_20,0,0,13.611333,1.664462,3.294233,228.972,0,6.823535,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_1,11,L4_1,1,0,46.456656,1.429949,11.139697,242.627,1,0.24233,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_2,11,L4_2,1,0,40.34621,1.38759,11.125022,288.194,1,0.421845,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_3,11,L4_3,1,1,38.353905,1.478921,9.42462,233.63,1,6.040165,4,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_4,11,L4_4,1,1,37.405259,1.913435,8.973995,247.679,1,6.952074,4,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_5,11,L4_5,1,0,39.45528,1.608094,9.486662,242.64,1,1.222498,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_6,11,L4_6,0,0,45.108142,1.650556,14.825299,279.56,0,-2.510873,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_7,11,L4_7,1,0,28.179403,1.671058,6.962523,237.396,0,4.023699,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_8,11,L4_8,1,0,44.841494,1.404715,11.712833,285.013,0,0.878716,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_9,11,L4_9,1,0,38.51292,1.683059,9.248501,227.736,0,2.735506,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_10,11,L4_10,1,1,33.827435,1.583888,7.811279,250.035,0,8.773582,3,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_11,11,L4_11,1,0,44.898602,1.510286,9.982976,229.655,0,2.011119,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_12,11,L4_12,1,1,40.097128,1.562871,9.909077,258.825,1,6.003309,3,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_13,11,L4_13,1,0,41.069005,1.780084,9.472452,240.06,1,1.699261,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_14,11,L4_14,1,1,46.852972,1.608333,10.434741,229.354,1,5.188121,4,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_15,11,L4_15,0,0,43.731846,1.481444,11.828164,258.962,1,-2.464495,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_16,11,L4_16,1,1,47.2911,1.487583,11.66414,250.704,1,4.256835,2,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_17,11,L4_17,1,0,49.183265,1.444528,12.621671,245.716,1,-1.819323,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_18,11,L4_18,1,1,72.290212,1.297226,19.616031,272.185,0,-1.529195,3,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_19,11,L4_19,0,0,42.498508,1.493631,9.853379,238.106,1,-0.893139,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed11::L4_20,11,L4_20,1,1,45.084531,1.548726,12.513019,273.485,1,3.836162,2,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed11/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_1,22,L1_1,1,0,1.787607,1.879378,0.290867,161.859,0,10.812014,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_2,22,L1_2,1,0,1.960931,1.94244,0.33849,173.14,0,11.070655,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_3,22,L1_3,1,1,2.385505,2.022941,0.405709,174.097,0,16.218572,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_4,22,L1_4,1,0,1.929542,1.698687,0.303777,157.35,0,10.676851,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_5,22,L1_5,1,1,1.809376,1.952896,0.275548,155.629,0,15.724163,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_6,22,L1_6,1,1,2.541781,2.003139,0.420449,177.894,0,14.817723,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_7,22,L1_7,1,1,2.080258,1.955364,0.327882,154.234,0,15.070017,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_8,22,L1_8,1,0,1.785747,1.895455,0.307511,165.789,0,11.238596,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_9,22,L1_9,1,1,1.984899,1.828157,0.382891,181.197,0,15.540886,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_10,22,L1_10,1,1,1.862454,1.812766,0.309355,179.613,1,14.069576,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_11,22,L1_11,1,1,2.296589,1.92074,0.413544,173.081,0,15.383091,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_12,22,L1_12,1,1,1.539346,1.918185,0.227893,147.198,0,15.907826,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_13,22,L1_13,1,0,2.963466,1.800944,0.559388,178.549,0,10.814185,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_14,22,L1_14,1,0,2.099496,1.974882,0.316074,156.524,0,11.330391,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_15,22,L1_15,1,1,2.344435,2.015308,0.413802,169.213,0,15.864177,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_16,22,L1_16,1,1,2.205177,1.809556,0.342402,160.574,0,15.255524,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_17,22,L1_17,1,0,2.747159,1.981346,0.485811,178.136,0,10.964845,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_18,22,L1_18,1,0,2.056206,1.64411,0.342271,160.956,0,10.623011,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_19,22,L1_19,1,0,1.573237,2.081059,0.256758,169.256,0,11.262695,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L1_20,22,L1_20,1,1,2.033536,1.852259,0.284178,145.532,0,15.048127,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_1,22,L2_1,1,1,3.524031,1.804778,0.674034,198.443,0,14.546883,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_2,22,L2_2,1,1,4.395317,1.762517,0.856626,199.5,0,15.217986,2,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_3,22,L2_3,1,0,4.488841,1.736781,0.8635,190.46,0,9.531445,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_4,22,L2_4,0,0,3.997097,1.73304,0.876624,191.015,0,9.055124,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_5,22,L2_5,1,1,3.599675,1.893616,0.584863,175.994,0,15.613813,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_6,22,L2_6,1,0,4.019598,1.914259,0.748175,191.116,0,10.059981,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_7,22,L2_7,1,1,4.73702,1.706021,0.949664,198.636,0,14.68703,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_8,22,L2_8,1,1,4.14209,1.822457,0.764544,192.335,0,14.853939,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_9,22,L2_9,1,1,6.686216,1.757657,1.429272,209.218,0,14.140101,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_10,22,L2_10,1,1,4.758232,1.823645,0.846634,172.513,0,14.847538,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_11,22,L2_11,1,0,4.606041,1.563244,0.811276,180.166,0,9.860287,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_12,22,L2_12,1,1,4.975455,1.734834,0.873331,198.784,0,15.002233,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_13,22,L2_13,1,1,6.645392,1.586999,1.410183,207.301,0,13.425828,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_14,22,L2_14,1,1,4.825888,1.611408,0.869033,197.683,0,14.701908,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_15,22,L2_15,1,0,4.953322,1.686052,1.036411,204.345,0,10.241077,6,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_16,22,L2_16,1,1,4.916139,1.875,1.0154,209.852,0,14.748661,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_17,22,L2_17,1,1,4.74046,1.845106,0.87095,181.808,0,14.503822,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_18,22,L2_18,1,1,7.633995,1.58199,1.554091,202.625,0,14.305152,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_19,22,L2_19,1,1,4.509265,1.88134,0.754562,174.492,0,14.931299,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L2_20,22,L2_20,1,1,5.868965,1.571841,1.157336,192.196,0,13.657279,2,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L3_1,22,L3_1,1,1,10.741082,1.602854,2.606622,239.365,0,13.547075,3,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L3_2,22,L3_2,1,1,11.419432,1.676544,2.40992,217.007,0,13.63382,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L3_3,22,L3_3,1,1,11.628927,1.76845,2.458925,216.766,0,13.74318,3,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L3_4,22,L3_4,1,1,11.145795,1.825966,2.159511,197.872,0,13.76175,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L3_5,22,L3_5,1,1,11.774206,1.758558,2.61665,231.149,0,14.395466,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L3_6,22,L3_6,1,1,12.325531,1.55488,2.947588,242.961,0,12.678099,3,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L3_7,22,L3_7,1,0,13.409608,1.620952,2.970422,229.381,0,7.625387,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L3_8,22,L3_8,1,0,12.352039,1.57625,3.076814,235.863,0,7.916641,-1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L3_9,22,L3_9,1,1,13.21995,1.646197,3.008058,214.741,0,12.911528,1,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
run::M5_HRL::hierarchical_control::seed22::L3_10,22,L3_10,1,1,12.972304,1.757095,2.81933,211.68,0,13.425133,3,,hrl,checkpoints/exp/hierarchical_control/m5_hrl/seed22/checkpoint.json
