run_id,seed,task_id,compile_ok,correct,runtime_ms,speedup,joules,avg_power_w,sla_violation,reward,stage,checkpoint
run::M_ALL::data_scale_ablation::seed22::L1_9,22,L1_9,1,1,0.092115,2.040837,0.103662,226.657,0,7.66071,suite,checkpoints/exp/data_scale_ablation/m_all/seed22/checkpoint.json
run::M_ALL::data_scale_ablation::seed22::L1_10,22,L1_10,1,1,0.084691,1.834853,0.09302,219.709,0,7.20789,suite,checkpoints/exp/data_scale_ablation/m_all/seed22/checkpoint.json
run::M_ALL::data_scale_ablation::seed22::L1_11,22,L1_11,1,1,0.093387,1.970083,0.105328,217.508,0,6.98435,suite,checkpoints/exp/data_scale_ablation/m_all/seed22/checkpoint.json
run::M_ALL::data_scale_ablation::seed22::L1_12,22,L1_12,1,1,0.086365,1.806164,0.087129,208.425,0,7.51975,suite,checkpoints/exp/data_scale_ablation/m_all/seed22/checkpoint.json
run::M_ALL::data_scale_ablation::seed22::L1_13,22,L1_13,1,1,0.081365,1.850806,0.088489,216.313,0,7.18027,suite,checkpoints/exp/data_scale_ablation/m_all/seed22/checkpoint.json
run::M_ALL::data_scale_ablation::seed22::L1_14,22,L1_14,1,1,0.081947,1.825803,0.088416,212.653,0,7.23235,suite,checkpoints/exp/data_scale_ablation/m_all/seed22/checkpoint.json
run::M_ALL::data_scale_ablation::seed22::L1_15,22,L1_15,1,0,0.106159,1.59636,0.122962,222.679,0,-2.23077,suite,checkpoints/exp/data_scale_ablation/m_all/seed22/checkpoint.json
run::M_ALL::data_scale_ablation::seed22::L1_16,22,L1_16,1,1,0.101044,1.620283,0.127607,248.928,0,6.47623,suite,checkpoints/exp/data_scale_ablation/m_all/seed22/checkpoint.json
run::M_ALL::data_scale_ablation::seed22::L1_17,22,L1_17,1,0,0.11293,1.468646,0.145729,248.135,0,-2.78537,suite,checkpoints/exp/data_scale_ablation/m_all/seed22/checkpoint.json
run::M_ALL::data_scale_ablation::seed22::L1_18,22,L1_18,1,1,0.099267,1.616427,0.114289,227.967,0,6.63398,suite,checkpoints/exp/data_scale_ablation/m_all/seed22/checkpoint.json
run::M_ALL::data_scale_ablation::seed22::L1_19,22,L1_19,1,0,0.10086,1.568549,0.116621,224.94,0,-2.04428,suite,checkpoints/exp/data_scale_ablation/m_all/seed22/checkpoint.json
run::M_ALL::data_scale_ablation::seed22::L1_20,22,L1_20,0,0,0.100228,1.499643,0.115656,237.382,0,-3.90538,suite,checkpoints/exp/data_scale_ablation/m_all/seed22/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_1,33,L1_1,1,1,0.070289,2.366198,0.067274,197.999,0,8.69339,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_2,33,L1_2,1,1,0.065959,2.389581,0.067141,195.472,0,8.895,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_3,33,L1_3,1,1,0.071163,2.227739,0.074826,212.376,0,8.31465,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_4,33,L1_4,1,1,0.070271,2.408425,0.071475,204.263,0,8.9768,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_5,33,L1_5,1,1,0.064553,2.49782,0.067313,199.046,0,8.87485,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_6,33,L1_6,1,1,0.0696,2.406704,0.066824,199.387,0,8.9001,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_7,33,L1_7,1,1,0.068186,2.353948,0.069356,194.585,0,8.69228,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_8,33,L1_8,1,1,0.089882,2.076545,0.094065,215.654,0,7.82186,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_9,33,L1_9,1,1,0.080413,1.869579,0.088664,223.392,0,7.47312,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_10,33,L1_10,1,1,0.090312,1.962485,0.104282,227.708,0,7.29319,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_11,33,L1_11,1,1,0.081218,1.971656,0.087851,214.013,0,7.55812,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_12,33,L1_12,1,1,0.090256,1.869158,0.096565,219.244,0,7.29463,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_13,33,L1_13,1,1,0.090151,2.092284,0.095128,202.36,0,7.56771,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_14,33,L1_14,1,1,0.089286,1.832243,0.097265,208.146,0,7.44517,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_15,33,L1_15,1,0,0.098633,1.568569,0.118109,238.846,0,-1.61527,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_16,33,L1_16,1,1,0.101582,1.608965,0.120102,241.081,0,6.4282,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_17,33,L1_17,1,0,0.101283,1.691666,0.129894,245.112,0,-2.13911,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_18,33,L1_18,1,1,0.098668,1.541828,0.123198,241.208,0,6.42089,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_19,33,L1_19,1,0,0.110802,1.651575,0.120061,222.743,0,-1.77971,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
run::M_ALL::data_scale_ablation::seed33::L1_20,33,L1_20,0,0,0.110358,1.486611,0.127535,235.993,0,-4.6515,suite,checkpoints/exp/data_scale_ablation/m_all/seed33/checkpoint.json
