run_id,seed,task_id,compile_ok,correct,runtime_ms,speedup,joules,avg_power_w,sla_violation,reward,stage,checkpoint
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed22::L1_14,22,L1_14,1,1,0.0876,1.932162,0.097716,230.109,0,7.19982,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed22/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed22::L1_15,22,L1_15,1,0,0.112571,1.446282,0.136283,250.784,0,-2.36876,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed22/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed22::L1_16,22,L1_16,1,1,0.103746,1.436259,0.134654,253.841,0,5.55832,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed22/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed22::L1_17,22,L1_17,1,0,0.113448,1.50699,0.135326,249.058,0,-2.24703,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed22/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed22::L1_18,22,L1_18,0,0,0.105266,1.53766,0.14203,257.974,0,-4.93226,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed22/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed22::L1_19,22,L1_19,1,0,0.102464,1.381869,0.130293,247.895,0,-2.77034,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed22/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed22::L1_20,22,L1_20,1,0,0.115511,1.445246,0.138582,248.921,0,-2.73764,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed22/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_1,33,L1_1,1,1,0.065753,2.225212,0.073952,219.98,0,8.60065,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_2,33,L1_2,1,1,0.067396,2.250683,0.066531,199.187,0,8.84798,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_3,33,L1_3,1,1,0.065527,2.238487,0.067107,204.324,0,8.40948,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_4,33,L1_4,1,1,0.071542,2.162212,0.073122,212.554,0,8.04775,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_5,33,L1_5,1,1,0.075191,2.237453,0.082861,218.975,0,8.51737,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_6,33,L1_6,1,1,0.072317,2.093994,0.074224,203.256,0,8.29492,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_7,33,L1_7,1,1,0.068601,2.359556,0.074602,208.671,0,8.75906,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_8,33,L1_8,1,1,0.08613,1.976448,0.102155,229.786,0,7.52752,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_9,33,L1_9,1,1,0.091863,1.739522,0.10276,234.465,0,7.18169,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_10,33,L1_10,1,1,0.088383,1.786978,0.10068,219.973,0,6.75998,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_11,33,L1_11,1,1,0.084342,1.779766,0.095559,219.736,0,7.20717,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_12,33,L1_12,1,1,0.079378,1.924163,0.089003,222.247,0,7.65746,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_13,33,L1_13,1,1,0.082393,1.738339,0.089165,219.672,0,7.36404,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_14,33,L1_14,1,1,0.085495,1.773761,0.096567,231.544,0,7.05575,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_15,33,L1_15,1,0,0.104643,1.557447,0.130506,255.38,0,-2.34589,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_16,33,L1_16,0,0,0.106933,1.463544,0.13265,242.498,0,-4.62498,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_17,33,L1_17,1,1,0.112411,1.560954,0.139586,255.535,0,5.75372,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_18,33,L1_18,1,0,0.09912,1.515944,0.127477,255.092,0,-2.26242,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_19,33,L1_19,1,1,0.103845,1.428833,0.124123,244.346,0,6.08076,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
run::M0_M1_M2_M3::single_shot_vs_multiturn::seed33::L1_20,33,L1_20,1,0,0.104621,1.532325,0.12619,230.314,0,-1.98978,suite,checkpoints/exp/single_shot_vs_multiturn/m0_m1_m2_m3/seed33/checkpoint.json
