task_id,level,difficulty,seed,compiled,correct,runtime_ms,joules,power_w,ref_runtime_ms,speedup,reward
L2_15,2,2,11,True,True,24.060679,7.109351,205.807,26.168567,1.0876,-0.89673
L2_16,2,3,11,True,False,25.327196,7.039767,251.185,25.327196,0.0,-0.5
L2_17,2,4,11,True,True,32.678063,10.289456,197.738,71.948027,2.2017,-0.37632
L2_18,2,2,11,True,False,26.984585,6.349094,238.793,26.984585,0.0,-0.5
L2_19,2,3,11,False,False,,,,32.680445,0.0,-1.0
L2_20,2,4,11,True,False,39.881638,7.555284,251.623,39.881638,0.0,-0.5
L3_1,3,4,11,True,True,24.258106,6.733893,260.118,49.855729,2.0552,-0.23319
L3_2,3,3,11,True,False,21.832288,8.333735,245.741,21.832288,0.0,-0.5
L3_3,3,4,11,True,True,25.038481,9.655094,235.125,49.624798,1.9819,-0.44967
L3_4,3,3,11,True,True,31.190411,7.259751,207.946,43.753163,1.4028,-0.65272
L3_5,3,4,11,True,False,36.682125,8.99095,219.649,36.682125,0.0,-0.5
L3_6,3,3,11,True,False,24.024579,8.279816,250.332,24.024579,0.0,-0.5
L3_7,3,4,11,True,True,25.782577,8.619697,221.822,52.288561,2.0281,-0.36995
L3_8,3,3,11,True,True,32.091327,8.780236,263.495,56.974326,1.7754,-0.51224
L3_9,3,4,11,False,False,,,,28.594657,0.0,-1.0
L3_10,3,3,11,True,True,31.338231,8.603348,226.534,72.886328,2.3258,-0.23201
L4_1,4,5,11,True,True,43.895998,8.091881,263.93,108.858925,2.4799,-0.1372
L4_2,4,4,11,True,False,33.173391,9.190617,203.672,33.173391,0.0,-0.5
L4_3,4,5,11,True,True,38.124984,9.086405,197.582,76.484572,2.0062,-0.40717
L4_4,4,4,11,True,False,25.839764,7.342475,242.391,25.839764,0.0,-0.5
L4_5,4,5,11,True,False,33.544139,11.926369,228.49,33.544139,0.0,-0.5
L4_6,4,4,11,True,False,38.667277,9.526173,237.269,38.667277,0.0,-0.5
L4_7,4,5,11,True,False,48.573058,10.118914,253.656,48.573058,0.0,-0.5
L4_8,4,4,11,True,False,28.112489,5.384909,249.479,28.112489,0.0,-0.5
L4_9,4,5,11,True,False,34.897114,8.195619,197.898,34.897114,0.0,-0.5
L1_1,1,2,22,True,True,25.915417,5.489786,218.495,57.65042,2.2246,-0.05189
L1_2,1,3,22,False,False,,,,33.144606,0.0,-1.0
L1_3,1,1,22,True,True,10.549532,3.46972,218.616,16.555257,1.5693,-0.17141
L1_4,1,2,22,True,True,16.337871,5.797006,202.635,39.925559,2.4437,0.01486
L1_5,1,3,22,True,False,23.353167,8.302495,249.656,23.353167,0.0,-0.5
L1_6,1,1,22,True,True,13.059696,2.147442,248.776,28.874238,2.2109,0.41128
L1_7,1,2,22,True,True,20.90119,4.89201,243.1,41.854677,2.0025,-0.0994
L1_8,1,3,22,True,False,28.736431,7.125839,203.15,28.736431,0.0,-0.5
L1_9,1,1,22,True,False,12.324066,3.895478,216.192,12.324066,0.0,-0.5
L1_10,1,2,22,True,True,25.189474,3.604132,248.111,50.966994,2.0233,0.06371
L1_11,1,3,22,True,False,28.170319,5.524072,236.533,28.170319,0.0,-0.5
L1_12,1,1,22,True,True,13.373614,2.134199,250.774,19.054611,1.4248,-0.02502
L1_13,1,2,22,True,True,24.996431,5.222304,216.667,26.851913,1.0742,-0.75487
L1_14,1,3,22,True,False,33.243273,5.892547,246.158,33.243273,0.0,-0.5
L1_15,1,1,22,False,False,,,,11.923048,0.0,-1.0
L1_16,1,2,22,False,False,,,,25.703942,0.0,-1.0
L1_17,1,3,22,True,False,32.103466,3.957511,214.122,32.103466,0.0,-0.5
L1_18,1,1,22,False,False,,,,14.834103,0.0,-1.0
L1_19,1,2,22,True,True,19.50391,4.501873,234.117,39.037252,2.0015,-0.05835
L1_20,1,3,22,True,True,25.516884,3.818479,259.948,60.207608,2.3595,0.18853
L1_21,1,1,22,True,True,13.493693,3.360924,246.717,26.15512,1.9383,0.05571
L1_22,1,2,22,True,False,22.048968,4.268765,197.513,22.048968,0.0,-0.5
L1_23,1,3,22,True,False,27.782955,6.05695,241.13,27.782955,0.0,-0.5
L1_24,1,1,22,True,True,13.960623,4.337616,209.674,16.689321,1.1955,-0.55513
L1_25,1,2,22,True,True,17.213991,3.615452,261.689,40.712762,2.3651,0.21821
L1_26,1,3,22,True,True,27.091054,6.740543,199.952,47.40869,1.75,-0.39447
L1_27,1,1,22,False,False,,,,15.357192,0.0,-1.0
L1_28,1,2,22,True,True,16.453849,6.404924,243.752,21.720013,1.3201,-0.65086
L1_29,1,3,22,True,True,19.792423,8.211975,226.348,46.816637,2.3654,-0.19186
L1_30,1,1,22,True,True,13.962898,3.141193,215.601,23.791856,1.7039,-0.03936
L1_31,1,2,22,True,True,15.118112,2.983939,229.602,35.646606,2.3579,0.31114
L1_32,1,3,22,True,True,33.519179,6.448793,215.707,46.590426,1.39,-0.60267
L1_33,1,1,22,True,False,14.074214,2.536324,225.622,14.074214,0.0,-0.5
L1_34,1,2,22,True,True,20.063888,4.479567,223.753,27.797668,1.3855,-0.42373
L1_35,1,3,22,True,False,18.529355,5.559976,249.771,18.529355,0.0,-0.5
L1_36,1,1,22,True,True,19.164646,3.2645,255.94,26.907247,1.404,-0.25222
L1_37,1,2,22,False,False,,,,25.545046,0.0,-1.0
L1_38,1,3,22,True,True,27.150571,8.080362,205.514,53.539029,1.9719,-0.36571
L1_39,1,1,22,True,True,16.380429,4.402469,206.859,19.697152,1.2025,-0.5567
L1_40,1,2,22,True,True,16.05598,3.662739,229.663,18.812833,1.1717,-0.49065
L2_1,2,3,22,True,True,33.195362,7.200251,246.802,35.270276,1.0625,-0.92643
L2_2,2,4,22,True,False,26.963846,6.360394,220.269,26.963846,0.0,-0.5
L2_3,2,2,22,False,False,,,,18.216008,0.0,-1.0
L2_4,2,3,22,True,False,23.871816,8.414862,226.615,23.871816,0.0,-0.5
L2_5,2,4,22,False,False,,,,27.365231,0.0,-1.0
L2_6,2,2,22,True,True,22.161837,4.401713,238.697,52.90152,2.3871,0.12906
L2_7,2,3,22,True,True,31.880459,7.585103,244.86,77.522695,2.4317,-0.12452
L2_8,2,4,22,False,False,,,,24.255753,0.0,-1.0
L2_9,2,2,22,True,True,15.304002,3.820493,201.371,35.47744,2.3182,0.17059
L2_10,2,3,22,True,False,19.851729,5.169384,259.764,19.851729,0.0,-0.5
L2_11,2,4,22,False,False,,,,32.005268,0.0,-1.0
L2_12,2,2,22,True,False,15.623162,5.982449,231.227,15.623162,0.0,-0.5
L2_13,2,3,22,True,False,26.715495,4.736763,260.085,26.715495,0.0,-0.5
L2_14,2,4,22,True,False,22.599707,6.531192,261.066,22.599707,0.0,-0.5
L2_15,2,2,22,True,True,19.580026,5.667094,219.33,35.738927,1.8253,-0.26561
L2_16,2,3,22,True,False,23.394081,4.658685,250.66,23.394081,0.0,-0.5
L2_17,2,4,22,False,False,,,,29.047775,0.0,-1.0
L2_18,2,2,22,True,True,17.879132,3.743589,233.129,20.044238,1.1211,-0.54571
L2_19,2,3,22,True,True,29.76573,8.326909,205.785,42.136173,1.4156,-0.7122
L2_20,2,4,22,False,False,,,,31.692546,0.0,-1.0
L3_1,3,4,22,True,True,37.975898,6.27737,202.93,92.415713,2.4335,-0.02913
L3_2,3,3,22,True,True,31.593981,3.838296,198.073,76.26337,2.4139,0.20871
L3_3,3,4,22,True,False,30.337152,5.358666,221.784,30.337152,0.0,-0.5
L3_4,3,3,22,True,False,20.520364,8.049156,208.048,20.520364,0.0,-0.5
L3_5,3,4,22,True,True,32.713454,4.814524,245.287,69.267152,2.1174,-0.03563
L3_6,3,3,22,True,True,28.602273,6.141173,219.212,42.49837,1.4858,-0.51153
L3_7,3,4,22,True,False,35.998552,7.78212,202.302,35.998552,0.0,-0.5
L3_8,3,3,22,True,True,21.352495,6.525333,253.196,49.885726,2.3363,-0.08928
L3_9,3,4,22,True,False,29.929721,7.939756,225.683,29.929721,0.0,-0.5
L3_10,3,3,22,False,False,,,,20.392777,0.0,-1.0
L4_1,4,5,22,True,False,45.419826,11.527973,241.584,45.419826,0.0,-0.5
L4_2,4,4,22,True,False,38.552439,5.885209,219.876,38.552439,0.0,-0.5
L4_3,4,5,22,True,True,36.422228,11.887804,208.341,73.032894,2.0052,-0.54203
L4_4,4,4,22,True,True,23.907139,7.907376,201.397,40.645708,1.7001,-0.50318
L4_5,4,5,22,True,False,46.041677,8.29658,251.266,46.041677,0.0,-0.5
L4_6,4,4,22,True,True,27.83889,5.112405,259.074,47.553338,1.7082,-0.28042
L4_7,4,5,22,True,True,45.415152,6.74773,249.026,54.269413,1.195,-0.77649
L4_8,4,4,22,True,True,37.275225,10.155342,231.588,62.590514,1.6791,-0.64072
L4_9,4,5,22,False,False,,,,43.242278,0.0,-1.0
L1_1,1,2,33,True,True,16.594133,5.41878,254.94,26.988021,1.6264,-0.35859
L1_2,1,3,33,True,False,27.589001,7.116191,254.593,27.589001,0.0,-0.5
L1_3,1,1,33,True,True,18.526499,4.228713,205.64,43.903632,2.3698,0.14185
L1_4,1,2,33,True,True,25.267727,4.843921,260.112,56.055189,2.2184,0.00795
L1_5,1,3,33,False,False,,,,18.876008,0.0,-1.0
L1_6,1,1,33,True,True,14.947687,3.209409,242.546,29.305914,1.9606,0.09019
L1_7,1,2,33,True,False,21.769227,4.443997,238.134,21.769227,0.0,-0.5
L1_8,1,3,33,True,False,30.99739,4.610469,263.371,30.99739,0.0,-0.5
L1_9,1,1,33,True,True,16.033407,2.898684,226.235,22.665214,1.4136,-0.18597
L1_10,1,2,33,True,False,22.096198,3.009218,199.236,22.096198,0.0,-0.5
L1_11,1,3,33,True,True,18.257583,8.336488,201.114,36.62216,2.0059,-0.36425
L1_12,1,1,33,True,True,15.246567,3.404463,248.893,29.476723,1.9333,0.0467
L1_13,1,2,33,True,True,25.13545,4.705419,232.328,34.716854,1.3812,-0.45141
L1_14,1,3,33,True,False,23.950464,4.250355,248.677,23.950464,0.0,-0.5
L1_15,1,1,33,True,True,12.47289,3.721755,226.262,24.489572,1.9634,0.01759
L1_16,1,2,33,True,True,17.106174,3.550945,240.173,28.075518,1.6413,-0.13815
L1_17,1,3,33,True,True,25.688399,7.416974,211.551,37.419563,1.4567,-0.62573
L1_18,1,1,33,True,False,10.442205,3.788314,263.841,10.442205,0.0,-0.5
L1_19,1,2,33,True,False,17.458359,6.26155,208.664,17.458359,0.0,-0.5
L1_20,1,3,33,False,False,,,,20.399477,0.0,-1.0
L1_21,1,1,33,True,False,14.440168,2.966316,199.562,14.440168,0.0,-0.5
L1_22,1,2,33,True,False,24.953177,2.897494,198.7,24.953177,0.0,-0.5
L1_23,1,3,33,True,True,32.458103,4.129133,236.466,72.843734,2.2442,0.09933
L1_24,1,1,33,True,True,13.936363,2.25221,199.263,16.269886,1.1674,-0.25114
L1_25,1,2,33,True,False,17.355084,4.529453,218.326,17.355084,0.0,-0.5
L1_26,1,3,33,True,True,27.356429,8.449288,227.361,41.419936,1.5141,-0.65223
L1_27,1,1,33,True,True,10.902628,4.192503,244.329,18.584103,1.7046,-0.18335
L1_28,1,2,33,True,False,14.671009,4.115444,259.931,14.671009,0.0,-0.5
L1_29,1,3,33,True,True,22.283926,4.523184,211.691,32.411988,1.4545,-0.37995
L1_30,1,1,33,True,True,16.0479,2.482518,205.734,21.506309,1.3401,-0.16187
L1_31,1,2,33,True,False,21.602798,4.885185,222.438,21.602798,0.0,-0.5
L1_32,1,3,33,True,True,24.058782,8.310093,203.298,47.812888,1.9873,-0.37194
L1_33,1,1,33,True,True,16.605827,3.51243,251.638,22.803673,1.3732,-0.31099
L1_34,1,2,33,True,True,23.397653,5.702178,250.247,52.138188,2.2284,-0.06916
L1_35,1,3,33,True,False,33.407638,5.209401,261.618,33.407638,0.0,-0.5
L1_36,1,1,33,True,True,10.613827,2.701375,201.37,19.011889,1.7912,0.08603
L1_37,1,2,33,True,True,15.287056,4.668813,235.344,18.172719,1.1888,-0.59754
L1_38,1,3,33,True,True,26.249442,5.166541,255.147,58.461593,2.2272,-0.02038
L1_39,1,1,33,True,True,15.048517,3.833779,261.566,29.406538,1.9541,-0.00199
L1_40,1,2,33,True,True,17.68614,6.056198,261.601,38.253586,2.1629,-0.12909
L2_1,2,3,33,True,False,22.620239,7.541732,207.164,22.620239,0.0,-0.5
L2_2,2,4,33,True,False,29.321154,5.336002,196.148,29.321154,0.0,-0.5
L2_3,2,2,33,True,True,19.923173,6.447313,218.435,25.921983,1.3011,-0.66862
L2_4,2,3,33,True,False,21.614961,6.249439,204.069,21.614961,0.0,-0.5
L2_5,2,4,33,True,False,30.866083,9.133917,253.456,30.866083,0.0,-0.5
L2_6,2,2,33,True,True,20.080791,5.333573,253.551,34.581483,1.7221,-0.29346
L2_7,2,3,33,True,True,27.943801,4.373836,260.368,37.613039,1.346,-0.44066
L2_8,2,4,33,True,True,24.901977,6.816875,207.719,41.824743,1.6796,-0.44116
L2_9,2,2,33,True,False,20.263518,6.363006,223.639,20.263518,0.0,-0.5
L2_10,2,3,33,True,False,22.721717,3.967246,233.89,22.721717,0.0,-0.5
L2_11,2,4,33,True,False,27.13911,9.126706,235.219,27.13911,0.0,-0.5
L2_12,2,2,33,True,False,16.488308,4.805177,243.441,16.488308,0.0,-0.5
L2_13,2,3,33,True,False,30.848311,6.138115,220.757,30.848311,0.0,-0.5
L2_14,2,4,33,True,True,30.714497,7.070869,239.742,47.121337,1.5342,-0.55
L2_15,2,2,33,True,True,26.09506,5.582817,229.632,42.720892,1.6371,-0.3669
L2_16,2,3,33,True,True,21.983003,8.384474,263.948,28.69265,1.3052,-0.79682
L2_17,2,4,33,True,False,30.614192,7.332692,221.961,30.614192,0.0,-0.5
L2_18,2,2,33,True,True,18.522771,3.099122,225.34,21.718854,1.1725,-0.40638
L2_19,2,3,33,True,True,29.882844,7.965603,249.512,41.766606,1.3977,-0.70275
L2_20,2,4,33,True,False,29.592699,5.372688,206.164,29.592699,0.0,-0.5
L3_1,3,4,33,True,True,38.005134,5.118056,218.355,58.661243,1.5435,-0.38233
L3_2,3,3,33,True,True,27.464073,7.469478,217.11,63.431756,2.3096,-0.16833
L3_3,3,4,33,False,False,,,,33.739476,0.0,-1.0
L3_4,3,3,33,True,True,18.141383,4.074673,203.39,43.688931,2.4082,0.1765
L3_5,3,4,33,True,True,24.980767,8.946842,234.016,54.498538,2.1816,-0.31558
L3_6,3,3,33,True,True,31.109406,5.71164,246.141,60.521894,1.9455,-0.20576
L3_7,3,4,33,True,True,27.070679,4.496765,229.214,64.522957,2.3835,0.11689
L3_8,3,3,33,True,True,30.424001,6.286772,223.247,73.181585,2.4054,-0.04151
L3_9,3,4,33,False,False,,,,30.53677,0.0,-1.0
L3_10,3,3,33,False,False,,,,30.216462,0.0,-1.0
L4_1,4,5,33,True,False,32.952625,11.714641,247.683,32.952625,0.0,-0.5
L4_2,4,4,33,True,True,33.457254,6.861756,197.027,51.717602,1.5458,-0.52745
L4_3,4,5,33,True,True,41.346151,7.291638,249.035,81.988888,1.983,-0.30876
L4_4,4,4,33,False,False,,,,23.123092,0.0,-1.0
L4_5,4,5,33,False,False,,,,43.935653,0.0,-1.0
L4_6,4,4,33,False,False,,,,27.55018,0.0,-1.0
L4_7,4,5,33,True,True,31.762556,6.364066,254.165,36.892675,1.1615,-0.77561
L4_8,4,4,33,True,False,30.973958,8.123059,261.427,30.973958,0.0,-0.5
L4_9,4,5,33,True,True,40.936227,9.453456,219.358,59.473189,1.4528,-0.74968
