run_id,seed,task_id,compile_ok,correct,runtime_ms,speedup,joules,avg_power_w,sla_violation,reward,turns_to_success,data_scale_proxy,stage,checkpoint
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_2,11,L2_2,1,1,5.30851,1.526806,1.247031,236.441,0,12.596434,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_3,11,L2_3,1,1,4.360161,1.574225,1.064597,213.615,0,12.764991,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_4,11,L2_4,1,1,4.913627,1.699394,1.091341,213.513,0,12.924435,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_5,11,L2_5,1,1,4.85138,1.453474,1.232695,219.496,0,12.993809,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_6,11,L2_6,1,1,7.217756,1.756645,1.392323,216.185,0,12.568467,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_7,11,L2_7,1,0,5.015068,1.676726,1.075858,219.173,0,7.931044,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_8,11,L2_8,1,1,4.77931,1.970241,1.056231,213.641,0,14.468348,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_9,11,L2_9,1,1,6.471538,1.539965,1.334558,200.917,0,13.098336,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_10,11,L2_10,1,0,5.104891,1.829281,0.960239,203.502,0,8.762653,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_11,11,L2_11,1,1,4.746984,1.722915,0.920549,197.182,0,14.637713,1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_12,11,L2_12,1,0,7.979084,1.516297,1.888215,225.064,0,7.63881,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_13,11,L2_13,1,1,6.038225,1.778325,1.362569,237.751,0,13.96441,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_14,11,L2_14,1,0,4.724532,1.48759,0.833508,181.301,0,8.495646,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_15,11,L2_15,1,0,6.037387,1.506498,1.209003,207.479,0,8.147654,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_16,11,L2_16,1,1,5.888419,1.666429,1.041175,182.428,0,12.963775,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_17,11,L2_17,1,1,5.733335,1.643513,1.361097,226.295,0,13.053616,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_18,11,L2_18,1,1,6.423827,1.640937,1.128731,179.941,0,13.468715,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_19,11,L2_19,1,1,6.782881,1.635473,1.377201,202.482,0,13.078739,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L2_20,11,L2_20,1,1,5.928697,1.808395,1.137722,198.219,0,13.750624,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_1,11,L3_1,1,1,11.321486,1.341417,2.314514,213.194,0,12.306948,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_2,11,L3_2,1,1,13.216872,1.547654,2.723576,223.08,0,11.813067,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_3,11,L3_3,1,1,12.976648,1.526426,2.970006,231.469,0,11.802726,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_4,11,L3_4,1,1,13.290661,1.618033,3.571501,261.21,0,11.22192,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_5,11,L3_5,1,1,13.747901,1.62165,3.801605,265.38,0,10.994775,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_6,11,L3_6,1,0,14.139558,1.566657,3.265078,222.027,0,6.778323,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_7,11,L3_7,1,0,16.135595,1.335246,3.982382,238.024,0,5.487491,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_8,11,L3_8,0,0,13.914729,1.40297,3.626553,265.378,0,4.883804,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_9,11,L3_9,1,0,14.659898,1.56356,3.146562,229.822,0,7.377471,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_10,11,L3_10,1,1,20.953801,1.45943,5.044359,240.845,0,10.361196,4,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_11,11,L3_11,1,1,12.271742,1.400012,3.18047,247.081,0,11.688007,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_12,11,L3_12,1,1,15.724403,1.717066,3.925301,228.233,0,11.315201,4,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_13,11,L3_13,1,1,13.546822,1.581085,3.208791,236.699,0,11.301033,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_14,11,L3_14,0,0,15.259397,1.539587,4.171797,262.201,0,3.611084,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_15,11,L3_15,1,1,16.37428,1.516669,3.629835,236.913,0,11.248731,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_16,11,L3_16,1,1,21.372004,1.408921,4.532394,219.132,0,10.354022,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_17,11,L3_17,1,0,14.771972,1.553515,2.948764,209.739,0,6.848188,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_18,11,L3_18,1,0,15.1647,1.477849,3.743085,232.635,0,6.530127,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_19,11,L3_19,1,1,15.120237,1.661846,3.134172,213.252,0,11.690808,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L3_20,11,L3_20,1,0,16.693308,1.525754,4.876783,277.749,0,5.711009,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_1,11,L4_1,1,0,52.160041,1.371503,14.396739,291.311,1,-3.831542,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_2,11,L4_2,1,1,47.524459,1.564634,14.106056,299.939,1,0.708327,4,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_3,11,L4_3,1,1,44.21637,1.511802,11.544458,264.703,1,3.149019,4,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_4,11,L4_4,1,1,42.069947,1.49788,11.661235,281.421,1,3.192392,5,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_5,11,L4_5,1,0,40.921378,1.389071,11.31451,272.463,0,-0.578264,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_6,11,L4_6,1,1,42.274675,1.445651,13.024596,320.191,1,2.476305,4,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_7,11,L4_7,1,0,34.795732,1.606947,8.925148,261.662,0,2.695371,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_8,11,L4_8,0,0,57.247639,1.507358,16.825975,306.535,1,-7.327265,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_9,11,L4_9,1,0,37.944263,1.520337,10.262047,266.26,1,-0.403754,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_10,11,L4_10,1,1,41.157039,1.314138,10.298702,249.711,1,4.461754,4,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_11,11,L4_11,1,0,55.267923,1.361395,15.705361,290.082,1,-5.047949,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_12,11,L4_12,1,1,45.467625,1.386587,12.54067,294.459,1,1.978288,4,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_13,11,L4_13,1,1,41.418529,1.280691,11.740374,287.767,1,2.958769,4,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_14,11,L4_14,1,1,62.316269,1.652192,16.093127,257.622,0,0.999143,4,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_15,11,L4_15,1,1,45.197744,1.643505,11.052748,253.247,0,5.228712,5,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_16,11,L4_16,1,1,46.035687,1.300284,11.931615,243.245,1,2.92611,5,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_17,11,L4_17,1,0,58.103358,1.390468,17.720995,304.562,1,-6.142107,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_18,11,L4_18,1,1,67.870746,1.237566,18.466513,267.131,1,-2.20784,5,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_19,11,L4_19,1,1,60.865488,1.398837,17.030832,281.72,0,0.473882,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed11::L4_20,11,L4_20,1,0,53.146881,1.437991,11.806209,228.407,0,-0.000524,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed11/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_1,22,L1_1,1,0,2.147437,1.807026,0.329506,175.153,0,10.023898,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_2,22,L1_2,1,0,2.538651,2.022714,0.423243,175.363,0,8.982232,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_3,22,L1_3,1,1,2.888935,1.973576,0.5172,175.639,0,14.151519,1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_4,22,L1_4,1,1,2.321995,1.982399,0.394283,171.094,0,15.462052,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_5,22,L1_5,1,0,1.440997,2.1214,0.244113,159.562,0,10.427,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_6,22,L1_6,0,0,2.378621,1.876012,0.373444,167.872,0,8.771265,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_7,22,L1_7,1,0,2.606844,1.651739,0.42624,166.311,0,9.414038,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_8,22,L1_8,1,1,2.019551,1.874537,0.396584,184.872,0,13.701131,1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_9,22,L1_9,1,0,2.151264,1.843594,0.356344,162.877,0,9.138828,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_10,22,L1_10,1,1,2.296318,2.061349,0.389387,157.896,0,14.393856,1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_11,22,L1_11,1,1,2.806825,1.702275,0.54594,188.083,0,14.210342,1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_12,22,L1_12,1,1,2.066347,1.982869,0.355803,167.231,0,14.81472,1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_13,22,L1_13,0,0,3.122899,1.61726,0.535155,169.342,0,8.250564,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_14,22,L1_14,0,0,2.489611,1.973963,0.471724,179.505,0,8.556946,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_15,22,L1_15,1,1,2.540712,1.744492,0.419147,165.953,0,13.603623,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_16,22,L1_16,1,1,2.614033,1.747925,0.489743,191.299,0,13.627235,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_17,22,L1_17,0,0,2.814072,1.709289,0.506357,187.529,0,8.303837,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_18,22,L1_18,1,1,2.604736,1.985372,0.407011,158.446,0,14.694983,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_19,22,L1_19,1,0,1.585999,1.743347,0.30583,183.019,0,9.976689,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L1_20,22,L1_20,1,0,1.934111,2.019706,0.326498,157.318,0,9.274247,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_1,22,L2_1,1,1,3.985803,1.785319,0.808694,204.231,0,13.749982,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_2,22,L2_2,1,1,4.456338,1.786696,0.876862,209.165,0,13.938686,2,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_3,22,L2_3,1,0,4.46907,1.844464,0.928901,198.089,0,8.842317,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_4,22,L2_4,1,0,4.951018,1.726768,1.021548,209.73,0,9.433818,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_5,22,L2_5,1,0,4.145284,1.79221,0.83799,193.06,0,9.604532,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_6,22,L2_6,1,0,4.837196,1.808172,0.964424,205.523,0,8.576102,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_7,22,L2_7,1,1,5.948618,1.872572,1.261397,206.26,0,13.052711,1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_8,22,L2_8,1,1,4.674284,1.721191,0.892917,205.733,0,14.68173,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_9,22,L2_9,1,0,7.087534,1.601489,1.473321,210.48,0,7.916709,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_10,22,L2_10,0,0,5.192467,1.601526,1.045005,216.764,0,7.23458,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_11,22,L2_11,1,0,3.96127,1.586251,0.825914,202.928,0,8.586019,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_12,22,L2_12,1,0,7.08271,1.621508,1.522053,209.425,0,8.835435,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_13,22,L2_13,1,0,6.120346,1.662286,1.153651,202.687,0,8.448851,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_14,22,L2_14,1,0,4.693687,1.647197,0.894924,202.13,0,9.480921,-1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_15,22,L2_15,0,0,5.93396,1.662684,1.073596,180.934,0,7.259238,6,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_16,22,L2_16,1,1,5.743153,1.595743,1.006336,169.036,0,13.566556,1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_17,22,L2_17,1,1,6.111831,1.772689,1.026577,180.978,0,13.181512,1,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
run::M4_RUNTIME_PPO::runtime_control::seed22::L2_18,22,L2_18,1,1,7.927836,1.678684,1.487925,198.252,0,13.233245,3,,runtime_ppo,checkpoints/exp/runtime_control/m4_runtime_ppo/seed22/checkpoint.json
