task_id,seed,runtime_ms,joules,correct
L1_31,33,12.582178,2.781593,True
L1_33,33,15.467987,3.453928,True
L1_34,33,22.067242,3.349471,False
L1_36,33,9.754425,2.13374,True
L1_37,33,20.237626,4.890228,True
L1_38,33,22.399699,4.460867,False
L1_39,33,15.059407,2.635548,True
L1_40,33,14.861371,4.934325,True
L2_1,33,19.389019,5.032834,False
L2_2,33,22.413432,8.559371,False
L2_3,33,14.904001,5.522399,True
L2_4,33,20.075003,6.427237,True
L2_5,33,31.746767,6.411042,True
L2_6,33,19.866241,3.517706,True
L2_8,33,32.346179,6.115074,True
L2_9,33,20.245168,4.121003,True
L2_10,33,23.830168,5.431817,True
L2_12,33,19.480498,5.611566,True
L2_13,33,26.533149,6.890132,False
L2_14,33,19.832201,4.186338,True
L2_15,33,12.933962,3.479312,False
L2_16,33,16.279492,3.602218,True
L2_18,33,14.581111,5.568836,True
L3_1,33,28.060601,4.472231,True
L3_4,33,18.618197,4.885083,True
L3_5,33,23.662585,8.251026,True
L3_6,33,27.095444,4.891545,True
L3_8,33,25.242739,7.084399,False
L3_9,33,29.023835,6.753444,False
L3_10,33,23.511262,5.194049,True
L4_2,33,30.4154,5.705127,True
L4_3,33,26.708339,9.229878,True
L4_4,33,27.350964,4.070091,True
L4_5,33,26.771126,6.055665,False
L4_6,33,24.799842,8.308947,False
L4_7,33,27.570346,8.25088,True
L4_8,33,25.753101,7.808381,True
L4_9,33,31.313509,5.902604,True
