task_id,seed,runtime_ms,joules,correct
L2_19,33,29.45309,5.745199,True
L2_20,33,32.853352,8.948936,False
L3_1,33,23.685419,5.417522,False
L3_2,33,22.879447,8.851039,True
L3_3,33,32.585067,6.727837,True
L3_4,33,24.908834,9.277085,True
L3_6,33,31.570353,7.812924,True
L3_7,33,26.654983,10.071314,True
L3_8,33,22.698288,7.509482,True
L3_9,33,26.707526,11.082239,False
L3_10,33,25.435203,5.318247,True
L4_1,33,41.11713,13.382889,False
L4_2,33,40.058363,7.951954,True
L4_3,33,48.3682,9.20712,False
L4_6,33,23.563597,11.399317,True
L4_7,33,27.866509,9.72962,True
L4_8,33,25.585621,11.43645,False
