task_id,level,difficulty,seed,compiled,correct,runtime_ms,joules,power_w,ref_runtime_ms,speedup,reward
L1_31,1,2,11,True,False,21.988036,5.773766,257.176,21.988036,0.0,-0.5
L1_32,1,3,11,False,False,,,,27.388008,0.0,-1.0
L1_33,1,1,11,True,True,14.940024,4.078094,244.207,29.842819,1.9975,-0.01091
L1_34,1,2,11,True,False,28.517169,6.318645,249.32,28.517169,0.0,-0.5
L1_35,1,3,11,True,False,28.518197,11.517695,229.384,28.518197,0.0,-0.5
L1_36,1,1,11,True,False,14.916824,5.013812,219.939,14.916824,0.0,-0.5
L1_37,1,2,11,True,True,27.40786,6.736957,215.695,46.209942,1.686,-0.43144
L1_38,1,3,11,True,True,41.465372,13.433248,217.269,88.136722,2.1256,-0.54484
L1_39,1,1,11,True,False,16.534814,4.936828,201.655,16.534814,0.0,-0.5
L1_40,1,2,11,True,True,24.839899,9.105937,229.022,52.388708,2.1091,-0.35822
L2_1,2,3,11,True,False,42.049109,9.140069,223.253,42.049109,0.0,-0.5
L2_2,2,4,11,True,False,28.786598,14.518608,238.917,28.786598,0.0,-0.5
L2_3,2,2,11,True,True,30.435472,10.497012,221.803,55.495235,1.8234,-0.57486
L2_4,2,3,11,True,False,38.499165,9.187082,197.177,38.499165,0.0,-0.5
L2_5,2,4,11,True,True,47.129606,15.72836,263.003,106.511129,2.26,-0.56238
L2_6,2,2,11,True,False,24.591524,7.316087,227.717,24.591524,0.0,-0.5
L2_7,2,3,11,True,False,31.078008,11.405147,228.68,31.078008,0.0,-0.5
L2_8,2,4,11,True,True,40.707811,9.557484,228.423,58.750204,1.4432,-0.76179
L2_9,2,2,11,True,True,29.47786,9.999531,200.692,32.84005,1.1141,-1.04326
L2_10,2,3,11,True,False,23.765805,12.564994,259.819,23.765805,0.0,-0.5
L2_11,2,4,11,True,False,48.7539,16.555499,254.705,48.7539,0.0,-0.5
L2_12,2,2,11,True,False,33.719785,5.116676,217.971,33.719785,0.0,-0.5
L2_13,2,3,11,True,True,28.473975,10.828648,247.685,32.713062,1.1489,-1.05231
L2_14,2,4,11,True,False,31.48477,16.769442,223.393,31.48477,0.0,-0.5
L2_15,2,2,11,True,True,32.06313,6.15482,230.616,74.763553,2.3318,-0.06199
L2_16,2,3,11,True,False,26.231087,7.636555,208.463,26.231087,0.0,-0.5
L2_17,2,4,11,True,True,30.878937,15.423146,248.064,44.163161,1.4302,-1.01012
L2_18,2,2,11,True,False,27.027481,9.259713,206.167,27.027481,0.0,-0.5
L2_19,2,3,11,True,False,26.353165,7.982938,216.091,26.353165,0.0,-0.5
L2_20,2,4,11,True,True,42.450279,10.487681,237.905,70.455477,1.6597,-0.66845
L3_1,3,4,11,False,False,,,,30.171236,0.0,-1.0
L3_2,3,3,11,True,True,35.14137,13.198194,238.389,53.064173,1.51,-0.87792
L3_3,3,4,11,True,False,38.959017,10.655816,241.47,38.959017,0.0,-0.5
L3_4,3,3,11,True,False,32.581984,9.579223,251.386,32.581984,0.0,-0.5
L3_5,3,4,11,False,False,,,,38.137539,0.0,-1.0
L3_6,3,3,11,True,False,32.855489,12.111906,251.189,32.855489,0.0,-0.5
L3_7,3,4,11,True,True,46.056024,9.212642,216.526,55.3989,1.2029,-0.92559
L3_8,3,3,11,True,True,29.614854,13.266693,252.033,40.917065,1.3816,-0.96936
L3_9,3,4,11,True,True,45.745122,16.271708,232.079,88.044556,1.9247,-0.73996
L3_10,3,3,11,True,True,34.182891,6.304113,222.408,45.873938,1.342,-0.62643
L4_1,4,5,11,True,True,58.561671,16.559814,202.445,73.076827,1.2479,-1.18206
L4_2,4,4,11,True,False,47.330549,13.096039,222.533,47.330549,0.0,-0.5
L4_3,4,5,11,True,True,49.102148,16.6174,224.481,95.913182,1.9533,-0.73568
L4_4,4,4,11,False,False,,,,46.045779,0.0,-1.0
L4_5,4,5,11,True,True,43.36314,16.151652,223.282,84.264019,1.9432,-0.72667
L4_6,4,4,11,True,True,41.876571,16.135541,257.146,67.349934,1.6083,-0.91534
L4_7,4,5,11,True,False,46.640673,18.034448,218.035,46.640673,0.0,-0.5
L4_8,4,4,11,True,False,52.308984,11.631718,237.907,52.308984,0.0,-0.5
L4_9,4,5,11,False,False,,,,40.078181,0.0,-1.0
L1_1,1,2,22,True,True,26.469588,5.165041,205.804,41.999805,1.5867,-0.35929
L1_2,1,3,22,True,True,23.330864,5.715098,205.809,42.850025,1.8366,-0.26363
L1_3,1,1,22,True,False,18.614582,6.794458,215.388,18.614582,0.0,-0.5
L1_4,1,2,22,True,True,28.611277,10.060678,216.717,60.590637,2.1177,-0.40398
L1_5,1,3,22,True,False,37.73584,10.486733,214.732,37.73584,0.0,-0.5
L1_6,1,1,22,True,True,23.5257,6.824249,197.357,27.37839,1.1638,-0.80858
L1_7,1,2,22,True,True,24.557219,4.787195,197.727,40.17908,1.6361,-0.29063
L1_8,1,3,22,False,False,,,,23.291929,0.0,-1.0
L1_9,1,1,22,True,False,16.81745,4.332414,228.678,16.81745,0.0,-0.5
L1_10,1,2,22,True,True,22.155578,6.086925,240.801,49.491046,2.2338,-0.09937
L1_11,1,3,22,True,False,37.060312,5.923404,227.364,37.060312,0.0,-0.5
L1_12,1,1,22,True,False,16.10167,3.915402,249.106,16.10167,0.0,-0.5
L1_13,1,2,22,True,True,22.093805,5.086549,234.552,49.152963,2.2247,-0.01366
L1_14,1,3,22,False,False,,,,32.516153,0.0,-1.0
L1_15,1,1,22,True,True,21.660209,6.095178,236.015,24.44706,1.1287,-0.78272
L1_16,1,2,22,True,False,23.780361,8.748008,241.573,23.780361,0.0,-0.5
L1_17,1,3,22,True,False,31.073945,6.190111,252.965,31.073945,0.0,-0.5
L1_18,1,1,22,True,False,20.428073,5.024398,243.984,20.428073,0.0,-0.5
L1_19,1,2,22,True,True,30.082111,8.759844,259.207,63.725501,2.1184,-0.33443
L1_20,1,3,22,True,False,41.055776,10.902813,198.46,41.055776,0.0,-0.5
L1_21,1,1,22,True,True,20.298058,5.501814,259.261,42.263016,2.0821,-0.11915
L1_22,1,2,22,False,False,,,,32.177105,0.0,-1.0
L1_23,1,3,22,False,False,,,,34.854571,0.0,-1.0
L1_24,1,1,22,False,False,,,,14.490814,0.0,-1.0
L1_25,1,2,22,True,False,24.739563,7.401978,246.0,24.739563,0.0,-0.5
L1_26,1,3,22,True,False,35.927603,8.244296,204.411,35.927603,0.0,-0.5
L1_27,1,1,22,True,False,16.931458,5.432642,260.154,16.931458,0.0,-0.5
L1_28,1,2,22,False,False,,,,22.750707,0.0,-1.0
L1_29,1,3,22,True,False,33.242162,8.143384,224.485,33.242162,0.0,-0.5
L1_30,1,1,22,True,True,18.692817,6.988609,223.546,41.636921,2.2274,-0.17129
L1_31,1,2,22,True,False,22.658905,7.03783,208.177,22.658905,0.0,-0.5
L1_32,1,3,22,True,False,37.30362,10.205285,251.399,37.30362,0.0,-0.5
L1_33,1,1,22,True,False,17.724536,4.753345,254.461,17.724536,0.0,-0.5
L1_34,1,2,22,True,False,31.544599,9.028372,205.553,31.544599,0.0,-0.5
L1_35,1,3,22,True,True,35.543136,7.652994,260.709,86.686597,2.4389,-0.126
L1_36,1,1,22,True,False,14.236942,3.331875,196.099,14.236942,0.0,-0.5
L1_37,1,2,22,True,True,17.72444,4.468447,232.032,34.015158,1.9191,-0.09666
L1_38,1,3,22,True,False,28.58808,9.905578,211.678,28.58808,0.0,-0.5
L1_39,1,1,22,True,False,21.637246,5.198909,202.617,21.637246,0.0,-0.5
L1_40,1,2,22,True,False,20.951822,4.518594,216.578,20.951822,0.0,-0.5
L2_1,2,3,22,False,False,,,,28.226666,0.0,-1.0
L2_2,2,4,22,True,False,48.013936,9.399908,227.944,48.013936,0.0,-0.5
L2_3,2,2,22,True,True,23.419034,6.77951,204.374,55.545881,2.3718,-0.09329
L2_4,2,3,22,True,True,37.293291,9.372345,216.866,83.845464,2.2483,-0.30872
L2_5,2,4,22,False,False,,,,49.85413,0.0,-1.0
L2_6,2,2,22,True,True,24.973991,9.921154,232.099,37.994761,1.5214,-0.72772
L2_7,2,3,22,False,False,,,,34.331654,0.0,-1.0
L2_8,2,4,22,True,False,29.704799,11.291422,242.222,29.704799,0.0,-0.5
L2_9,2,2,22,True,True,22.025406,7.903649,260.642,53.367061,2.423,-0.14867
L2_10,2,3,22,True,True,41.552857,7.166721,260.968,87.703742,2.1107,-0.23773
L2_11,2,4,22,True,False,34.549695,12.334936,264.182,34.549695,0.0,-0.5
L2_12,2,2,22,True,False,24.143448,7.277474,196.76,24.143448,0.0,-0.5
L2_13,2,3,22,True,False,27.665065,7.135891,262.575,27.665065,0.0,-0.5
L2_14,2,4,22,False,False,,,,33.667917,0.0,-1.0
L2_15,2,2,22,True,False,21.602969,7.754369,220.4,21.602969,0.0,-0.5
L2_16,2,3,22,True,False,27.255041,10.260697,201.511,27.255041,0.0,-0.5
L2_17,2,4,22,True,False,30.291529,9.156272,234.284,30.291529,0.0,-0.5
L2_18,2,2,22,False,False,,,,21.729352,0.0,-1.0
L2_19,2,3,22,True,True,29.490472,5.872171,246.894,47.019407,1.5944,-0.41862
L2_20,2,4,22,True,False,37.530833,9.025027,205.167,37.530833,0.0,-0.5
L3_1,3,4,22,True,False,37.070878,13.727773,235.098,37.070878,0.0,-0.5
L3_2,3,3,22,True,True,40.320449,7.040681,220.03,66.620064,1.6523,-0.47371
L3_3,3,4,22,True,False,47.689123,11.831483,245.654,47.689123,0.0,-0.5
L3_4,3,3,22,True,False,38.696137,10.656925,206.137,38.696137,0.0,-0.5
L3_5,3,4,22,False,False,,,,45.33995,0.0,-1.0
L3_6,3,3,22,True,False,41.676621,7.996363,235.682,41.676621,0.0,-0.5
L3_7,3,4,22,False,False,,,,36.285809,0.0,-1.0
L3_8,3,3,22,True,False,25.149559,8.135244,200.32,25.149559,0.0,-0.5
L3_9,3,4,22,True,True,38.169495,7.411308,213.702,51.836622,1.3581,-0.69544
L3_10,3,3,22,True,False,27.886479,11.066325,216.798,27.886479,0.0,-0.5
L4_1,4,5,22,False,False,,,,34.678876,0.0,-1.0
L4_2,4,4,22,True,True,33.570555,9.06849,232.784,68.829702,2.0503,-0.38442
L4_3,4,5,22,True,False,52.841463,12.625383,251.597,52.841463,0.0,-0.5
L4_4,4,4,22,True,True,39.906856,12.999568,231.956,98.904042,2.4784,-0.37486
L4_5,4,5,22,False,False,,,,49.89701,0.0,-1.0
L4_6,4,4,22,True,True,35.562926,7.525836,207.641,59.328876,1.6683,-0.49738
L4_7,4,5,22,True,True,33.684759,8.448033,196.172,51.427957,1.5267,-0.64383
L4_8,4,4,22,False,False,,,,50.68259,0.0,-1.0
L4_9,4,5,22,False,False,,,,39.821838,0.0,-1.0
L1_1,1,2,33,True,False,20.764654,4.760989,222.58,20.764654,0.0,-0.5
L1_2,1,3,33,True,True,37.531823,8.295885,237.529,51.631584,1.3757,-0.73894
L1_3,1,1,33,True,True,22.257679,3.43263,209.362,33.070999,1.4858,-0.22069
L1_4,1,2,33,True,False,32.178967,8.041207,204.394,32.178967,0.0,-0.5
L1_5,1,3,33,True,True,33.852858,10.966955,261.123,76.21477,2.2514,-0.38591
L1_6,1,1,33,True,True,15.350442,4.957164,232.326,34.34401,2.2373,0.00487
L1_7,1,2,33,True,False,30.439227,6.030293,198.605,30.439227,0.0,-0.5
L1_8,1,3,33,False,False,,,,38.469918,0.0,-1.0
L1_9,1,1,33,True,False,17.914676,6.248245,196.763,17.914676,0.0,-0.5
L1_10,1,2,33,True,False,26.449006,6.860535,197.197,26.449006,0.0,-0.5
L1_11,1,3,33,True,False,35.918463,9.582474,234.897,35.918463,0.0,-0.5
L1_12,1,1,33,True,False,22.965624,3.154934,236.262,22.965624,0.0,-0.5
L1_13,1,2,33,True,True,30.039981,7.499186,196.913,43.56274,1.4502,-0.63572
L1_14,1,3,33,True,True,41.411511,7.097883,200.228,68.417564,1.6521,-0.47783
L1_15,1,1,33,True,False,15.218342,6.629209,220.821,15.218342,0.0,-0.5
L1_16,1,2,33,False,False,,,,28.198847,0.0,-1.0
L1_17,1,3,33,True,False,40.497959,10.907777,238.151,40.497959,0.0,-0.5
L1_18,1,1,33,True,False,22.567924,5.628367,239.222,22.567924,0.0,-0.5
L1_19,1,2,33,False,False,,,,18.968051,0.0,-1.0
L1_20,1,3,33,True,False,36.915001,11.60325,239.644,36.915001,0.0,-0.5
L1_21,1,1,33,True,False,13.447126,4.158718,262.499,13.447126,0.0,-0.5
L1_22,1,2,33,True,True,27.06391,9.664739,239.157,52.818766,1.9516,-0.46558
L1_23,1,3,33,True,True,29.847792,12.525873,204.325,71.982454,2.4117,-0.38359
L1_24,1,1,33,True,True,17.971693,3.988294,216.97,42.63265,2.3722,0.17214
L1_25,1,2,33,True,True,19.702092,6.167436,212.64,49.188391,2.4966,0.00529
L1_26,1,3,33,True,True,34.556557,7.692348,216.915,74.679074,2.1611,-0.24951
L1_27,1,1,33,True,False,16.815171,5.371976,235.777,16.815171,0.0,-0.5
L1_28,1,2,33,True,False,22.43704,6.32063,252.102,22.43704,0.0,-0.5
L1_29,1,3,33,True,False,30.928805,5.744304,207.256,30.928805,0.0,-0.5
L1_30,1,1,33,False,False,,,,19.994238,0.0,-1.0
L1_31,1,2,33,True,True,22.218252,8.156823,245.493,36.274481,1.6326,-0.55923
L1_32,1,3,33,True,True,37.21724,11.243673,245.233,84.859454,2.2801,-0.38568
L1_33,1,1,33,True,True,18.382778,4.71179,223.099,31.809042,1.7304,-0.2267
L1_34,1,2,33,True,True,28.492829,7.303939,196.703,50.849684,1.7846,-0.41499
L1_35,1,3,33,True,True,26.250373,10.887821,205.663,51.450375,1.96,-0.52088
L1_36,1,1,33,True,False,20.798028,3.196466,227.36,20.798028,0.0,-0.5
L1_37,1,2,33,True,False,20.062938,7.721321,225.29,20.062938,0.0,-0.5
L1_38,1,3,33,False,False,,,,26.790614,0.0,-1.0
L1_39,1,1,33,True,True,15.427948,6.785989,262.651,21.733832,1.4087,-0.61474
L1_40,1,2,33,True,False,25.625773,8.534341,258.39,25.625773,0.0,-0.5
L2_1,2,3,33,True,True,35.531945,9.652702,225.862,81.078196,2.2818,-0.30864
L2_2,2,4,33,True,True,31.914083,11.38527,213.235,78.993098,2.4752,-0.30985
L2_3,2,2,33,True,True,29.468452,9.205612,227.496,34.606302,1.1744,-0.94919
L2_4,2,3,33,True,False,25.44769,11.908101,223.257,25.44769,0.0,-0.5
L2_5,2,4,33,True,True,49.26796,13.785017,255.342,75.050413,1.5233,-0.89091
L2_6,2,2,33,True,True,20.374985,9.032772,196.47,37.36546,1.8339,-0.49399
L2_7,2,3,33,False,False,,,,34.333353,0.0,-1.0
L2_8,2,4,33,True,False,47.457105,11.542192,224.977,47.457105,0.0,-0.5
L2_9,2,2,33,True,True,29.955589,6.545642,198.564,40.510944,1.3524,-0.63754
L2_10,2,3,33,True,False,38.985991,11.654463,200.929,38.985991,0.0,-0.5
L2_11,2,4,33,True,False,44.943352,7.984371,259.837,44.943352,0.0,-0.5
L2_12,2,2,33,True,False,17.754442,6.929726,219.92,17.754442,0.0,-0.5
L2_13,2,3,33,False,False,,,,39.229653,0.0,-1.0
L2_14,2,4,33,True,True,27.146373,7.162815,246.348,35.712109,1.3155,-0.71021
L2_15,2,2,33,True,True,19.743244,6.455682,217.892,46.073467,2.3336,-0.08505
L2_16,2,3,33,True,False,33.016806,10.203262,215.577,33.016806,0.0,-0.5
L2_17,2,4,33,True,False,45.364918,10.331989,251.37,45.364918,0.0,-0.5
L2_18,2,2,33,True,False,22.185722,9.838832,246.012,22.185722,0.0,-0.5
L2_19,2,3,33,True,False,23.463022,6.427725,201.631,23.463022,0.0,-0.5
L2_20,2,4,33,True,False,30.61964,13.325673,204.354,30.61964,0.0,-0.5
L3_1,3,4,33,False,False,,,,34.83049,0.0,-1.0
L3_2,3,3,33,True,True,40.807591,11.489848,198.73,90.712125,2.2229,-0.42191
L3_3,3,4,33,True,False,36.002343,10.272639,260.046,36.002343,0.0,-0.5
L3_4,3,3,33,True,True,38.200268,9.262833,233.555,80.578464,2.1094,-0.36662
L3_5,3,4,33,True,True,36.788266,12.022622,253.225,79.136542,2.1511,-0.4774
L3_6,3,3,33,True,True,22.96988,7.164812,250.961,33.956046,1.4783,-0.59371
L3_7,3,4,33,True,False,44.420874,13.803248,207.776,44.420874,0.0,-0.5
L3_8,3,3,33,True,True,24.920053,5.541346,244.777,31.494405,1.2638,-0.62198
L3_9,3,4,33,True,True,33.595701,9.963916,226.357,76.834411,2.287,-0.32223
L3_10,3,3,33,True,True,33.690015,6.260258,261.913,79.950131,2.3731,-0.05291
L4_1,4,5,33,True,False,50.612333,14.078096,259.928,50.612333,0.0,-0.5
L4_2,4,4,33,True,False,28.469799,12.217961,257.665,28.469799,0.0,-0.5
L4_3,4,5,33,True,False,40.886725,11.726056,221.435,40.886725,0.0,-0.5
L4_4,4,4,33,True,False,28.537751,7.359059,250.799,28.537751,0.0,-0.5
L4_5,4,5,33,True,False,46.427206,14.870386,222.269,46.427206,0.0,-0.5
L4_6,4,4,33,False,False,,,,39.221349,0.0,-1.0
L4_7,4,5,33,True,True,55.73567,12.98077,208.585,78.97614,1.417,-0.93321
L4_8,4,4,33,True,False,28.267035,13.890678,236.056,28.267035,0.0,-0.5
L4_9,4,5,33,False,False,,,,52.292402,0.0,-1.0
