task_id,seed,runtime_ms,joules,correct
L2_12,33,21.705516,4.404977,False
L2_13,33,20.648258,3.629184,True
L2_14,33,34.483471,9.916546,False
L2_15,33,19.521547,6.479113,False
L2_16,33,20.130743,5.822896,True
L2_18,33,17.428565,3.435418,False
L2_19,33,22.5452,7.811711,True
L2_20,33,26.471024,9.960818,True
L3_2,33,22.441584,5.997537,True
L3_3,33,22.508612,5.454041,False
L3_4,33,27.392007,7.418972,False
L3_6,33,23.871964,6.666334,True
L3_7,33,20.955448,9.199295,False
L3_8,33,16.918429,5.513625,False
L3_9,33,36.379342,7.419878,False
L3_10,33,29.916281,7.68784,True
L4_1,33,36.937385,7.423867,False
L4_2,33,20.655033,6.470697,True
L4_3,33,42.636782,5.110096,True
L4_4,33,20.556697,5.797344,True
L4_5,33,33.37213,9.205561,False
L4_6,33,24.452622,8.326671,True
L4_8,33,24.758704,6.970334,False
L4_9,33,37.115541,6.498612,True
